Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 18/19,Barcelona,Levante,1,0,H,23,7,12,2,17,12,6,3,4,3,0,0,Barcelona,Levante
Сезон 18/19,Leganes,Celta,0,0,D,10,8,1,2,16,5,4,6,1,0,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Getafe,2,1,H,11,12,7,3,17,14,5,7,2,3,0,0,Sociedad,Getafe
Сезон 18/19,Valencia,Eibar,0,1,A,7,13,2,3,10,15,7,6,2,3,0,0,Eibar,Valencia
Сезон 18/19,Betis,Espanol,1,1,D,18,10,5,4,16,14,6,5,4,1,0,0,Ничья,Ничья
Сезон 18/19,Sevilla,Leganes,0,3,A,7,9,3,5,11,23,3,4,1,1,0,0,Leganes,Sevilla
Сезон 18/19,Alaves,Sociedad,0,1,A,17,9,6,2,7,22,13,6,1,3,0,0,Sociedad,Alaves
Сезон 18/19,Celta,Barcelona,2,0,H,14,8,6,1,11,13,11,1,1,5,0,0,Celta,Barcelona
Сезон 18/19,Espanol,Ath Madrid,3,0,H,11,11,5,3,11,14,5,6,1,2,0,0,Espanol,Ath Madrid
Сезон 18/19,Eibar,Betis,1,0,H,14,12,6,6,15,7,11,8,3,2,0,0,Eibar,Betis
Сезон 18/19,Real Madrid,Villarreal,3,2,H,24,15,11,7,9,14,8,3,0,3,0,0,Real Madrid,Villarreal
Сезон 18/19,Valladolid,Ath Bilbao,1,0,H,10,9,3,1,14,22,1,3,5,5,0,0,Valladolid,Ath Bilbao
Сезон 18/19,Ath Bilbao,Celta,3,1,H,8,3,4,2,16,18,3,3,4,3,0,0,Ath Bilbao,Celta
Сезон 18/19,Ath Madrid,Sevilla,1,1,D,11,11,4,5,16,12,5,7,5,4,0,0,Ничья,Ничья
Сезон 18/19,Barcelona,Getafe,2,0,H,13,11,8,0,9,13,4,3,1,3,0,0,Barcelona,Getafe
Сезон 18/19,Leganes,Espanol,0,2,A,11,19,4,7,11,9,6,7,4,1,1,0,Espanol,Leganes
Сезон 18/19,Sociedad,Real Madrid,3,1,H,19,6,7,2,12,16,5,2,1,2,0,1,Sociedad,Real Madrid
Сезон 18/19,Valencia,Alaves,3,1,H,10,10,4,3,9,14,7,4,2,5,0,0,Valencia,Alaves
Сезон 18/19,Villarreal,Eibar,1,0,H,11,4,3,0,11,14,5,3,3,2,0,0,Villarreal,Eibar
Сезон 18/19,Espanol,Sociedad,2,0,H,9,11,4,2,13,13,4,5,3,2,0,0,Espanol,Sociedad
Сезон 18/19,Getafe,Villarreal,2,2,D,17,8,5,4,16,20,6,4,2,3,0,0,Ничья,Ничья
Сезон 18/19,Levante,Ath Madrid,2,2,D,17,17,7,8,9,7,6,4,0,1,0,1,Ничья,Ничья
Сезон 18/19,Sevilla,Ath Bilbao,2,0,H,9,9,3,1,14,19,2,3,4,2,0,0,Sevilla,Ath Bilbao
Сезон 18/19,Valladolid,Valencia,0,2,A,19,9,4,6,12,10,8,2,1,3,0,0,Valencia,Valladolid
Сезон 18/19,Eibar,Barcelona,2,2,D,15,6,8,3,11,3,5,2,4,2,0,0,Ничья,Ничья
Сезон 18/19,Real Madrid,Betis,0,2,A,9,9,2,7,17,11,1,5,4,1,0,0,Betis,Real Madrid
